"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
75100,"22039","STANDARD","FAIRFAX STA","VA","ACCEPTABLE",38.80,-77.32,0.17,-0.76,0.62,"NA","US","Fairfax Sta, VA","NA-US-VA-FAIRFAX STA","false",8963,17630,1028446241,
75101,"22039","STANDARD","FX STATION","VA","ACCEPTABLE",38.80,-77.32,0.17,-0.76,0.62,"NA","US","Fx Station, VA","NA-US-VA-FX STATION","false",8963,17630,1028446241,
75102,"22039","STANDARD","FAIRFAX","VA","NOT ACCEPTABLE",38.80,-77.32,0.17,-0.76,0.62,"NA","US","Fairfax, VA","NA-US-VA-FAIRFAX","false",8963,17630,1028446241,
75103,"22040","PO BOX","FALLS CHURCH","VA","PRIMARY",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Falls Church, VA","NA-US-VA-FALLS CHURCH","false",,,,
75104,"22041","STANDARD","FALLS CHURCH","VA","PRIMARY",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Falls Church, VA","NA-US-VA-FALLS CHURCH","false",12664,20170,540427414,
75105,"22041","STANDARD","BAILEYS CROSSROADS","VA","ACCEPTABLE",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Baileys Crossroads, VA","NA-US-VA-BAILEYS CROSSROADS","false",12664,20170,540427414,
75106,"22041","STANDARD","BAILEYS XRDS","VA","ACCEPTABLE",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Baileys Xrds, VA","NA-US-VA-BAILEYS XRDS","false",12664,20170,540427414,
75107,"22042","STANDARD","FALLS CHURCH","VA","PRIMARY",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Falls Church, VA","NA-US-VA-FALLS CHURCH","false",16650,27438,863755963,
75108,"22042","STANDARD","MOSBY","VA","ACCEPTABLE",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Mosby, VA","NA-US-VA-MOSBY","false",16650,27438,863755963,
75109,"22043","STANDARD","FALLS CHURCH","VA","PRIMARY",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Falls Church, VA","NA-US-VA-FALLS CHURCH","false",11980,19796,801831747,
75110,"22043","STANDARD","PIMMIT","VA","ACCEPTABLE",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Pimmit, VA","NA-US-VA-PIMMIT","false",11980,19796,801831747,
75111,"22044","STANDARD","FALLS CHURCH","VA","PRIMARY",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Falls Church, VA","NA-US-VA-FALLS CHURCH","false",6402,10412,366609673,
75112,"22044","STANDARD","SEVEN CORNERS","VA","ACCEPTABLE",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Seven Corners, VA","NA-US-VA-SEVEN CORNERS","false",6402,10412,366609673,
75113,"22044","STANDARD","7 CORNERS","VA","NOT ACCEPTABLE",38.88,-77.17,0.17,-0.75,0.62,"NA","US","7 Corners, VA","NA-US-VA-7 CORNERS","false",6402,10412,366609673,
75114,"22046","STANDARD","FALLS CHURCH","VA","PRIMARY",38.88,-77.17,0.17,-0.75,0.62,"NA","US","Falls Church, VA","NA-US-VA-FALLS CHURCH","false",7842,13745,614636649,
75115,"22626","PO BOX","FISHERS HILL","VA","PRIMARY",38.97,-78.40,0.15,-0.76,0.62,"NA","US","Fishers Hill, VA","NA-US-VA-FISHERS HILL","false",,,,
75116,"22627","STANDARD","FLINT HILL","VA","PRIMARY",38.76,-78.10,0.16,-0.76,0.62,"NA","US","Flint Hill, VA","NA-US-VA-FLINT HILL","false",449,780,15994175,
75117,"22627","STANDARD","HUNTLY","VA","ACCEPTABLE",38.76,-78.10,0.16,-0.76,0.62,"NA","US","Huntly, VA","NA-US-VA-HUNTLY","false",449,780,15994175,
75118,"22640","STANDARD","HUNTLY","VA","PRIMARY",38.80,-78.14,0.16,-0.76,0.62,"NA","US","Huntly, VA","NA-US-VA-HUNTLY","false",,,,
75119,"22640","STANDARD","FLINT HILL","VA","NOT ACCEPTABLE",38.80,-78.14,0.16,-0.76,0.62,"NA","US","Flint Hill, VA","NA-US-VA-FLINT HILL","false",,,,
75120,"22060","STANDARD","FORT BELVOIR","VA","PRIMARY",38.70,-77.14,0.17,-0.76,0.62,"NA","US","Fort Belvoir, VA","NA-US-VA-FORT BELVOIR","false",3118,6745,151338264,
75121,"22060","STANDARD","FT BELVOIR","VA","ACCEPTABLE",38.70,-77.14,0.17,-0.76,0.62,"NA","US","Ft Belvoir, VA","NA-US-VA-FT BELVOIR","false",3118,6745,151338264,
75122,"22652","STANDARD","FORT VALLEY","VA","PRIMARY",38.84,-78.42,0.15,-0.76,0.62,"NA","US","Fort Valley, VA","NA-US-VA-FORT VALLEY","false",629,1138,21238914,
75123,"22652","STANDARD","SAINT DAVIDS CHURCH","VA","ACCEPTABLE",38.84,-78.42,0.15,-0.76,0.62,"NA","US","Saint Davids Church, VA","NA-US-VA-SAINT DAVIDS CHURCH","false",629,1138,21238914,
75124,"22652","STANDARD","SEVEN FOUNTAINS","VA","ACCEPTABLE",38.84,-78.42,0.15,-0.76,0.62,"NA","US","Seven Fountains, VA","NA-US-VA-SEVEN FOUNTAINS","false",629,1138,21238914,
75125,"22652","STANDARD","SEVEN FOUNTNS","VA","ACCEPTABLE",38.84,-78.42,0.15,-0.76,0.62,"NA","US","Seven Fountns, VA","NA-US-VA-SEVEN FOUNTNS","false",629,1138,21238914,
75126,"22652","STANDARD","ST DAVIDS CH","VA","ACCEPTABLE",38.84,-78.42,0.15,-0.76,0.62,"NA","US","St Davids Ch, VA","NA-US-VA-ST DAVIDS CH","false",629,1138,21238914,
75127,"22623","PO BOX","CHESTER GAP","VA","PRIMARY",38.85,-78.13,0.16,-0.76,0.62,"NA","US","Chester Gap, VA","NA-US-VA-CHESTER GAP","false",,,,
75128,"22623","PO BOX","FRONT ROYAL","VA","NOT ACCEPTABLE",38.85,-78.13,0.16,-0.76,0.62,"NA","US","Front Royal, VA","NA-US-VA-FRONT ROYAL","false",,,,
75129,"22630","STANDARD","FRONT ROYAL","VA","PRIMARY",38.92,-78.18,0.15,-0.76,0.62,"NA","US","Front Royal, VA","NA-US-VA-FRONT ROYAL","false",13583,24004,537535454,
75130,"22630","STANDARD","LAKE FREDERICK","VA","ACCEPTABLE",38.92,-78.18,0.15,-0.76,0.62,"NA","US","Lake Frederick, VA","NA-US-VA-LAKE FREDERICK","false",13583,24004,537535454,
75131,"22630","STANDARD","LK FREDERICK","VA","ACCEPTABLE",38.92,-78.18,0.15,-0.76,0.62,"NA","US","Lk Frederick, VA","NA-US-VA-LK FREDERICK","false",13583,24004,537535454,
75132,"22630","STANDARD","RIVERTON","VA","ACCEPTABLE",38.92,-78.18,0.15,-0.76,0.62,"NA","US","Riverton, VA","NA-US-VA-RIVERTON","false",13583,24004,537535454,
75133,"20155","STANDARD","GAINESVILLE","VA","PRIMARY",38.79,-77.61,0.16,-0.76,0.62,"NA","US","Gainesville, VA","NA-US-VA-GAINESVILLE","false",12366,23841,882945815,
75134,"20156","PO BOX","GAINESVILLE","VA","PRIMARY",38.79,-77.61,0.16,-0.76,0.62,"NA","US","Gainesville, VA","NA-US-VA-GAINESVILLE","false",,,,
75135,"22720","STANDARD","GOLDVEIN","VA","PRIMARY",38.44,-77.65,0.16,-0.76,0.62,"NA","US","Goldvein, VA","NA-US-VA-GOLDVEIN","false",423,764,20285262,
75136,"22637","STANDARD","GORE","VA","PRIMARY",39.26,-78.33,0.15,-0.75,0.63,"NA","US","Gore, VA","NA-US-VA-GORE","false",986,1784,37628709,
75137,"22066","STANDARD","GREAT FALLS","VA","PRIMARY",39.01,-77.28,0.17,-0.75,0.62,"NA","US","Great Falls, VA","NA-US-VA-GREAT FALLS","false",8232,16197,1245740757,
75138,"20158","STANDARD","HAMILTON","VA","PRIMARY",39.13,-77.66,0.16,-0.75,0.63,"NA","US","Hamilton, VA","NA-US-VA-HAMILTON","false",1644,3203,141237456,
75139,"20159","PO BOX","HAMILTON","VA","PRIMARY",39.13,-77.66,0.16,-0.75,0.63,"NA","US","Hamilton, VA","NA-US-VA-HAMILTON","false",,,,
75140,"20168","PO BOX","HAYMARKET","VA","PRIMARY",38.81,-77.63,0.16,-0.76,0.62,"NA","US","Haymarket, VA","NA-US-VA-HAYMARKET","false",,,,
75141,"20169","STANDARD","HAYMARKET","VA","PRIMARY",38.81,-77.63,0.16,-0.76,0.62,"NA","US","Haymarket, VA","NA-US-VA-HAYMARKET","false",8677,17324,830569943,
75142,"20170","STANDARD","HERNDON","VA","PRIMARY",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",19660,34832,1258414632,
75143,"20171","STANDARD","HERNDON","VA","PRIMARY",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",21542,40571,1908731447,
75144,"20171","STANDARD","OAK HILL","VA","ACCEPTABLE",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Oak Hill, VA","NA-US-VA-OAK HILL","false",21542,40571,1908731447,
75145,"20172","PO BOX","HERNDON","VA","PRIMARY",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",485,729,25154385,
75146,"20190","STANDARD","RESTON","VA","PRIMARY",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",8982,13786,627215638,
75147,"20190","STANDARD","HERNDON","VA","ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",8982,13786,627215638,
75148,"20191","STANDARD","RESTON","VA","PRIMARY",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",14478,24549,1002745292,
75149,"20191","STANDARD","HERNDON","VA","ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",14478,24549,1002745292,
75150,"20192","UNIQUE","HERNDON","VA","PRIMARY",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",,,,
75151,"20192","UNIQUE","RESTON","VA","ACCEPTABLE",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",,,,
75152,"20192","UNIQUE","HUNDON","VA","NOT ACCEPTABLE",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Hundon, VA","NA-US-VA-HUNDON","false",,,,
75153,"20192","UNIQUE","U S GEOLOGICAL SURVEY","VA","NOT ACCEPTABLE",38.96,-77.38,0.16,-0.75,0.62,"NA","US","U S Geological Survey, VA","NA-US-VA-U S GEOLOGICAL SURVEY","false",,,,
75154,"20194","STANDARD","RESTON","VA","PRIMARY",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",6681,11543,700335974,
75155,"20194","STANDARD","HERNDON","VA","ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",6681,11543,700335974,
75156,"20195","PO BOX","RESTON","VA","PRIMARY",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",287,438,20790433,
75157,"20195","PO BOX","HERNDON","VA","ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",287,438,20790433,
75158,"20196","UNIQUE","RESTON","VA","PRIMARY",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",,,,
75159,"20196","UNIQUE","HERNDON","VA","ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",,,,
75160,"20196","UNIQUE","HUNDON","VA","NOT ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Hundon, VA","NA-US-VA-HUNDON","false",,,,
75161,"20196","UNIQUE","SPRINT","VA","NOT ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Sprint, VA","NA-US-VA-SPRINT","false",,,,
75162,"22095","UNIQUE","HERNDON","VA","PRIMARY",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",,,,
75163,"22095","UNIQUE","RESTON","VA","ACCEPTABLE",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",,,,
75164,"22095","UNIQUE","BUSINESS REPLY MAIL","VA","NOT ACCEPTABLE",38.96,-77.38,0.16,-0.75,0.62,"NA","US","Business Reply Mail, VA","NA-US-VA-BUSINESS REPLY MAIL","false",,,,
75165,"22096","UNIQUE","RESTON","VA","PRIMARY",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Reston, VA","NA-US-VA-RESTON","false",,,,
75166,"22096","UNIQUE","HERNDON","VA","ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Herndon, VA","NA-US-VA-HERNDON","false",,,,
75167,"22096","UNIQUE","SPRINT","VA","NOT ACCEPTABLE",38.95,-77.34,0.17,-0.75,0.62,"NA","US","Sprint, VA","NA-US-VA-SPRINT","false",,,,
75168,"22723","STANDARD","HOOD","VA","PRIMARY",38.35,-78.38,0.15,-0.76,0.62,"NA","US","Hood, VA","NA-US-VA-HOOD","false",,,,
75169,"22639","STANDARD","HUME","VA","PRIMARY",38.83,-77.99,0.16,-0.76,0.62,"NA","US","Hume, VA","NA-US-VA-HUME","false",323,573,17616347,
75170,"22724","STANDARD","JEFFERSONTON","VA","PRIMARY",38.63,-77.91,0.16,-0.76,0.62,"NA","US","Jeffersonton, VA","NA-US-VA-JEFFERSONTON","false",1049,2034,63113852,
75171,"20175","STANDARD","LEESBURG","VA","PRIMARY",39.10,-77.55,0.16,-0.75,0.63,"NA","US","Leesburg, VA","NA-US-VA-LEESBURG","false",11681,21964,976274913,
75172,"20176","STANDARD","LEESBURG","VA","PRIMARY",39.10,-77.55,0.16,-0.75,0.63,"NA","US","Leesburg, VA","NA-US-VA-LEESBURG","false",19407,37130,1641013214,
75173,"20176","STANDARD","LANSDOWNE","VA","ACCEPTABLE",39.10,-77.55,0.16,-0.75,0.63,"NA","US","Lansdowne, VA","NA-US-VA-LANSDOWNE","false",19407,37130,1641013214,
75174,"20176","STANDARD","LUCKETTS","VA","NOT ACCEPTABLE",39.10,-77.55,0.16,-0.75,0.63,"NA","US","Lucketts, VA","NA-US-VA-LUCKETTS","false",19407,37130,1641013214,
75175,"20177","PO BOX","LEESBURG","VA","PRIMARY",39.10,-77.55,0.16,-0.75,0.63,"NA","US","Leesburg, VA","NA-US-VA-LEESBURG","false",515,820,26736081,
75176,"20178","PO BOX","LEESBURG","VA","PRIMARY",39.10,-77.55,0.16,-0.75,0.63,"NA","US","Leesburg, VA","NA-US-VA-LEESBURG","false",,,,
75177,"22725","STANDARD","LEON","VA","PRIMARY",38.45,-78.15,0.16,-0.76,0.62,"NA","US","Leon, VA","NA-US-VA-LEON","false",,,,
75178,"22726","STANDARD","LIGNUM","VA","PRIMARY",38.41,-77.82,0.16,-0.76,0.62,"NA","US","Lignum, VA","NA-US-VA-LIGNUM","false",340,635,12934735,
75179,"22736","STANDARD","RICHARDSVILLE","VA","PRIMARY",38.40,-77.72,0.16,-0.76,0.62,"NA","US","Richardsville, VA","NA-US-VA-RICHARDSVILLE","false",,,,
75180,"22642","STANDARD","LINDEN","VA","PRIMARY",38.90,-78.07,0.16,-0.76,0.62,"NA","US","Linden, VA","NA-US-VA-LINDEN","false",2059,3722,110053930,
75181,"22079","STANDARD","LORTON","VA","PRIMARY",38.70,-77.24,0.17,-0.76,0.62,"NA","US","Lorton, VA","NA-US-VA-LORTON","false",14091,25937,909422765,
75182,"22079","STANDARD","MASON NECK","VA","ACCEPTABLE",38.70,-77.24,0.17,-0.76,0.62,"NA","US","Mason Neck, VA","NA-US-VA-MASON NECK","false",14091,25937,909422765,
75183,"22199","PO BOX","LORTON","VA","PRIMARY",38.70,-77.24,0.17,-0.76,0.62,"NA","US","Lorton, VA","NA-US-VA-LORTON","false",314,494,16416980,
75184,"20180","STANDARD","LOVETTSVILLE","VA","PRIMARY",39.27,-77.63,0.16,-0.75,0.63,"NA","US","Lovettsville, VA","NA-US-VA-LOVETTSVILLE","false",2936,5640,226118196,
75185,"22067","STANDARD","GREENWAY","VA","PRIMARY",38.93,-77.16,0.17,-0.75,0.62,"NA","US","Greenway, VA","NA-US-VA-GREENWAY","false",,,,
75186,"22067","STANDARD","MC LEAN","VA","ACCEPTABLE",38.93,-77.16,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",,,,
75187,"22101","STANDARD","MC LEAN","VA","PRIMARY",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",14118,25869,1625628726,
75188,"22101","STANDARD","MCLEAN","VA","ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Mclean, VA","NA-US-VA-MCLEAN","false",14118,25869,1625628726,
75189,"22101","STANDARD","MACLEAN","VA","NOT ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Maclean, VA","NA-US-VA-MACLEAN","false",14118,25869,1625628726,
75190,"22102","STANDARD","MC LEAN","VA","PRIMARY",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",11324,18650,1431616216,
75191,"22102","STANDARD","MCLEAN","VA","ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Mclean, VA","NA-US-VA-MCLEAN","false",11324,18650,1431616216,
75192,"22102","STANDARD","TYSONS","VA","ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Tysons, VA","NA-US-VA-TYSONS","false",11324,18650,1431616216,
75193,"22102","STANDARD","TYSONS CORNER","VA","ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Tysons Corner, VA","NA-US-VA-TYSONS CORNER","false",11324,18650,1431616216,
75194,"22102","STANDARD","WEST MCLEAN","VA","ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","West Mclean, VA","NA-US-VA-WEST MCLEAN","false",11324,18650,1431616216,
75195,"22102","STANDARD","MACLEAN","VA","NOT ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Maclean, VA","NA-US-VA-MACLEAN","false",11324,18650,1431616216,
75196,"22103","PO BOX","WEST MCLEAN","VA","PRIMARY",38.93,-77.16,0.17,-0.75,0.62,"NA","US","West Mclean, VA","NA-US-VA-WEST MCLEAN","false",,,,
75197,"22103","PO BOX","MC LEAN","VA","ACCEPTABLE",38.93,-77.16,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",,,,
75198,"22103","PO BOX","MCLEAN","VA","ACCEPTABLE",38.93,-77.16,0.17,-0.75,0.62,"NA","US","Mclean, VA","NA-US-VA-MCLEAN","false",,,,
75199,"22103","PO BOX","MACLEAN","VA","NOT ACCEPTABLE",38.93,-77.16,0.17,-0.75,0.62,"NA","US","Maclean, VA","NA-US-VA-MACLEAN","false",,,,
75200,"22106","PO BOX","MC LEAN","VA","PRIMARY",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",,,,
75201,"22106","PO BOX","MCLEAN","VA","ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Mclean, VA","NA-US-VA-MCLEAN","false",,,,
75202,"22107","UNIQUE","MC LEAN","VA","PRIMARY",38.93,-77.18,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",,,,"no NWS data, "
75203,"22107","UNIQUE","GANNETT","VA","NOT ACCEPTABLE",38.93,-77.18,0.17,-0.75,0.62,"NA","US","Gannett, VA","NA-US-VA-GANNETT","false",,,,
75204,"22108","UNIQUE","MC LEAN","VA","PRIMARY",38.93,-77.18,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",,,,"no NWS data, "
75205,"22108","UNIQUE","USA TODAY","VA","NOT ACCEPTABLE",38.93,-77.18,0.17,-0.75,0.62,"NA","US","Usa Today, VA","NA-US-VA-USA TODAY","false",,,,
75206,"22109","UNIQUE","MC LEAN","VA","PRIMARY",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Mc Lean, VA","NA-US-VA-MC LEAN","false",,,,
75207,"22109","UNIQUE","RICHMOND","VA","NOT ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Richmond, VA","NA-US-VA-RICHMOND","false",,,,
75208,"22109","UNIQUE","WACHOVIA BANK","VA","NOT ACCEPTABLE",38.94,-77.19,0.17,-0.75,0.62,"NA","US","Wachovia Bank, VA","NA-US-VA-WACHOVIA BANK","false",,,,
75209,"22709","STANDARD","ARODA","VA","PRIMARY",38.32,-78.24,0.15,-0.76,0.62,"NA","US","Aroda, VA","NA-US-VA-ARODA","false",410,728,12193637,
75210,"22709","STANDARD","MADISON","VA","NOT ACCEPTABLE",38.32,-78.24,0.15,-0.76,0.62,"NA","US","Madison, VA","NA-US-VA-MADISON","false",410,728,12193637,
75211,"22711","STANDARD","BANCO","VA","PRIMARY",38.40,-78.33,0.15,-0.76,0.62,"NA","US","Banco, VA","NA-US-VA-BANCO","false",,,,
75212,"22719","STANDARD","ETLAN","VA","PRIMARY",38.52,-78.26,0.15,-0.76,0.62,"NA","US","Etlan, VA","NA-US-VA-ETLAN","false",,,,
75213,"22719","STANDARD","MADISON","VA","ACCEPTABLE",38.52,-78.26,0.15,-0.76,0.62,"NA","US","Madison, VA","NA-US-VA-MADISON","false",,,,
75214,"22727","STANDARD","MADISON","VA","PRIMARY",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Madison, VA","NA-US-VA-MADISON","false",2434,4469,88619853,
75215,"22727","STANDARD","BANCO","VA","ACCEPTABLE",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Banco, VA","NA-US-VA-BANCO","false",2434,4469,88619853,
75216,"22727","STANDARD","ETLAN","VA","ACCEPTABLE",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Etlan, VA","NA-US-VA-ETLAN","false",2434,4469,88619853,
75217,"22727","STANDARD","GRAVES MILL","VA","ACCEPTABLE",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Graves Mill, VA","NA-US-VA-GRAVES MILL","false",2434,4469,88619853,
75218,"22727","STANDARD","AYLOR","VA","NOT ACCEPTABLE",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Aylor, VA","NA-US-VA-AYLOR","false",2434,4469,88619853,
75219,"22727","STANDARD","CRIGLERSVILLE","VA","NOT ACCEPTABLE",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Criglersville, VA","NA-US-VA-CRIGLERSVILLE","false",2434,4469,88619853,
75220,"22727","STANDARD","SHELBY","VA","NOT ACCEPTABLE",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Shelby, VA","NA-US-VA-SHELBY","false",2434,4469,88619853,
75221,"22727","STANDARD","TWYMANS MILL","VA","NOT ACCEPTABLE",38.37,-78.25,0.15,-0.76,0.62,"NA","US","Twymans Mill, VA","NA-US-VA-TWYMANS MILL","false",2434,4469,88619853,
75222,"20108","PO BOX","MANASSAS","VA","PRIMARY",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Manassas, VA","NA-US-VA-MANASSAS","false",973,1594,38004138,
75223,"20109","STANDARD","MANASSAS","VA","PRIMARY",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Manassas, VA","NA-US-VA-MANASSAS","false",17047,28662,688354569,
75224,"20109","STANDARD","SUDLEY SPGS","VA","ACCEPTABLE",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Sudley Spgs, VA","NA-US-VA-SUDLEY SPGS","false",17047,28662,688354569,
75225,"20109","STANDARD","SUDLEY SPRINGS","VA","ACCEPTABLE",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Sudley Springs, VA","NA-US-VA-SUDLEY SPRINGS","false",17047,28662,688354569,
75226,"20110","STANDARD","MANASSAS","VA","PRIMARY",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Manassas, VA","NA-US-VA-MANASSAS","false",19380,34582,933349138,
75227,"20111","STANDARD","MANASSAS","VA","PRIMARY",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Manassas, VA","NA-US-VA-MANASSAS","false",13850,25129,707225151,
75228,"20111","STANDARD","MANASSAS PARK","VA","ACCEPTABLE",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Manassas Park, VA","NA-US-VA-MANASSAS PARK","false",13850,25129,707225151,
75229,"20112","STANDARD","MANASSAS","VA","PRIMARY",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Manassas, VA","NA-US-VA-MANASSAS","false",11492,22284,890238216,
75230,"20113","PO BOX","MANASSAS","VA","PRIMARY",38.74,-77.48,0.16,-0.76,0.62,"NA","US","Manassas, VA","NA-US-VA-MANASSAS","false",,,,
75231,"22643","STANDARD","MARKHAM","VA","PRIMARY",38.90,-78.00,0.16,-0.76,0.62,"NA","US","Markham, VA","NA-US-VA-MARKHAM","false",,,,
75232,"20115","STANDARD","MARSHALL","VA","PRIMARY",38.87,-77.85,0.16,-0.76,0.62,"NA","US","Marshall, VA","NA-US-VA-MARSHALL","false",2286,4132,132020975,
75233,"20116","PO BOX","MARSHALL","VA","PRIMARY",38.87,-77.85,0.16,-0.76,0.62,"NA","US","Marshall, VA","NA-US-VA-MARSHALL","false",430,704,15945613,
75234,"22644","STANDARD","MAURERTOWN","VA","PRIMARY",38.98,-78.51,0.15,-0.76,0.62,"NA","US","Maurertown, VA","NA-US-VA-MAURERTOWN","false",990,1767,34296093,
75235,"20117","STANDARD","MIDDLEBURG","VA","PRIMARY",38.97,-77.73,0.16,-0.75,0.62,"NA","US","Middleburg, VA","NA-US-VA-MIDDLEBURG","false",681,1131,49083280,
75236,"20118","PO BOX","MIDDLEBURG","VA","PRIMARY",38.97,-77.73,0.16,-0.75,0.62,"NA","US","Middleburg, VA","NA-US-VA-MIDDLEBURG","false",1150,1859,70837688,
75237,"22645","STANDARD","MIDDLETOWN","VA","PRIMARY",39.02,-78.27,0.15,-0.76,0.62,"NA","US","Middletown, VA","NA-US-VA-MIDDLETOWN","false",1744,3154,75454601,
75238,"22649","STANDARD","MIDDLETOWN","VA","PRIMARY",39.02,-78.27,0.15,-0.76,0.62,"NA","US","Middletown, VA","NA-US-VA-MIDDLETOWN","false",,,,
75239,"22649","STANDARD","RELIANCE","VA","ACCEPTABLE",39.02,-78.27,0.15,-0.76,0.62,"NA","US","Reliance, VA","NA-US-VA-RELIANCE","false",,,,
75240,"22728","STANDARD","MIDLAND","VA","PRIMARY",38.59,-77.72,0.16,-0.76,0.62,"NA","US","Midland, VA","NA-US-VA-MIDLAND","false",1389,2546,68995450,
75241,"22646","PO BOX","MILLWOOD","VA","PRIMARY",39.06,-78.03,0.16,-0.75,0.63,"NA","US","Millwood, VA","NA-US-VA-MILLWOOD","false",,,,
75242,"22729","STANDARD","MITCHELLS","VA","PRIMARY",38.37,-78.00,0.16,-0.76,0.62,"NA","US","Mitchells, VA","NA-US-VA-MITCHELLS","false",,,,
75243,"22121","PO BOX","MOUNT VERNON","VA","PRIMARY",38.71,-77.10,0.17,-0.76,0.62,"NA","US","Mount Vernon, VA","NA-US-VA-MOUNT VERNON","false",,,,
