"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
75615,"22827","STANDARD","ELKTON","VA","PRIMARY",38.41,-78.61,0.15,-0.76,0.62,"NA","US","Elkton, VA","NA-US-VA-ELKTON","false",4886,8630,158237537,
75616,"23847","STANDARD","EMPORIA","VA","PRIMARY",36.69,-77.53,0.17,-0.78,0.59,"NA","US","Emporia, VA","NA-US-VA-EMPORIA","false",5915,10290,161830570,
75617,"22937","STANDARD","ESMONT","VA","PRIMARY",37.83,-78.60,0.15,-0.77,0.61,"NA","US","Esmont, VA","NA-US-VA-ESMONT","false",591,1030,18895959,
75618,"23939","PO BOX","EVERGREEN","VA","PRIMARY",37.30,-78.78,0.15,-0.78,0.60,"NA","US","Evergreen, VA","NA-US-VA-EVERGREEN","false",,,,
75619,"23350","STANDARD","EXMORE","VA","PRIMARY",37.53,-75.82,0.19,-0.76,0.60,"NA","US","Exmore, VA","NA-US-VA-EXMORE","false",1336,2274,31121453,
75620,"23482","PO BOX","WARDTOWN","VA","PRIMARY",37.50,-75.87,0.19,-0.76,0.60,"NA","US","Wardtown, VA","NA-US-VA-WARDTOWN","false",,,,
75621,"23482","PO BOX","EXMORE","VA","NOT ACCEPTABLE",37.50,-75.87,0.19,-0.76,0.60,"NA","US","Exmore, VA","NA-US-VA-EXMORE","false",,,,
75622,"22938","STANDARD","FABER","VA","PRIMARY",37.85,-78.75,0.15,-0.77,0.61,"NA","US","Faber, VA","NA-US-VA-FABER","false",619,1067,19766667,
75623,"24435","STANDARD","FAIRFIELD","VA","PRIMARY",37.88,-79.30,0.14,-0.77,0.61,"NA","US","Fairfield, VA","NA-US-VA-FAIRFIELD","false",901,1631,28034145,
75624,"23901","STANDARD","FARMVILLE","VA","PRIMARY",37.29,-78.39,0.16,-0.77,0.60,"NA","US","Farmville, VA","NA-US-VA-FARMVILLE","false",5822,9879,168966119,
75625,"23909","UNIQUE","FARMVILLE","VA","PRIMARY",37.29,-78.39,0.16,-0.77,0.60,"NA","US","Farmville, VA","NA-US-VA-FARMVILLE","false",,,,
75626,"23909","UNIQUE","LONGWOOD UNIVERSITY","VA","NOT ACCEPTABLE",37.29,-78.39,0.16,-0.77,0.60,"NA","US","Longwood University, VA","NA-US-VA-LONGWOOD UNIVERSITY","false",,,,
75627,"23943","PO BOX","HAMPDEN SYDNEY","VA","PRIMARY",37.24,-78.45,0.15,-0.78,0.60,"NA","US","Hampden Sydney, VA","NA-US-VA-HAMPDEN SYDNEY","false",,,,
75628,"23943","PO BOX","FARMVILLE","VA","ACCEPTABLE",37.24,-78.45,0.15,-0.78,0.60,"NA","US","Farmville, VA","NA-US-VA-FARMVILLE","false",,,,
75629,"23943","PO BOX","HMPDEN SYDNEY","VA","ACCEPTABLE",37.24,-78.45,0.15,-0.78,0.60,"NA","US","Hmpden Sydney, VA","NA-US-VA-HMPDEN SYDNEY","false",,,,
75630,"22460","STANDARD","FARNHAM","VA","PRIMARY",37.88,-76.62,0.18,-0.76,0.61,"NA","US","Farnham, VA","NA-US-VA-FARNHAM","false",763,1336,18884882,
75631,"22939","STANDARD","FISHERSVILLE","VA","PRIMARY",38.09,-78.96,0.15,-0.77,0.61,"NA","US","Fishersville, VA","NA-US-VA-FISHERSVILLE","false",2397,4474,105743710,
75632,"23822","PO BOX","AMMON","VA","PRIMARY",37.21,-77.76,0.16,-0.77,0.60,"NA","US","Ammon, VA","NA-US-VA-AMMON","false",,,,
75633,"23850","STANDARD","FORD","VA","PRIMARY",37.14,-77.73,0.16,-0.77,0.60,"NA","US","Ford, VA","NA-US-VA-FORD","false",528,913,16193795,
75634,"23055","STANDARD","FORK UNION","VA","PRIMARY",37.76,-78.26,0.16,-0.77,0.61,"NA","US","Fork Union, VA","NA-US-VA-FORK UNION","false",524,905,17504997,
75635,"23056","STANDARD","FOSTER","VA","PRIMARY",37.45,-76.38,0.18,-0.77,0.60,"NA","US","Foster, VA","NA-US-VA-FOSTER","false",,,,
75636,"23056","STANDARD","MOBJACK","VA","ACCEPTABLE",37.45,-76.38,0.18,-0.77,0.60,"NA","US","Mobjack, VA","NA-US-VA-MOBJACK","false",,,,
75637,"23851","STANDARD","FRANKLIN","VA","PRIMARY",36.68,-76.93,0.18,-0.78,0.59,"NA","US","Franklin, VA","NA-US-VA-FRANKLIN","false",6152,10958,198490801,
75638,"23354","STANDARD","FRANKTOWN","VA","PRIMARY",37.47,-75.87,0.19,-0.76,0.60,"NA","US","Franktown, VA","NA-US-VA-FRANKTOWN","false",,,,
75639,"23354","STANDARD","BAYFORD","VA","NOT ACCEPTABLE",37.47,-75.87,0.19,-0.76,0.60,"NA","US","Bayford, VA","NA-US-VA-BAYFORD","false",,,,
75640,"22401","STANDARD","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",9624,15513,391875561,
75641,"22401","STANDARD","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",9624,15513,391875561,
75642,"22401","STANDARD","ENON","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Enon, VA","NA-US-VA-ENON","false",9624,15513,391875561,
75643,"22401","STANDARD","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",9624,15513,391875561,
75644,"22402","PO BOX","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",335,504,13480501,
75645,"22402","PO BOX","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",335,504,13480501,
75646,"22402","PO BOX","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",335,504,13480501,
75647,"22403","PO BOX","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",323,554,15591386,
75648,"22403","PO BOX","FALMOUTH","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Falmouth, VA","NA-US-VA-FALMOUTH","false",323,554,15591386,
75649,"22403","PO BOX","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",323,554,15591386,
75650,"22403","PO BOX","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",323,554,15591386,
75651,"22404","PO BOX","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",590,941,24223803,
75652,"22404","PO BOX","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",590,941,24223803,
75653,"22404","PO BOX","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",590,941,24223803,
75654,"22405","STANDARD","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",12910,24120,703269692,
75655,"22405","STANDARD","FALMOUTH","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Falmouth, VA","NA-US-VA-FALMOUTH","false",12910,24120,703269692,
75656,"22405","STANDARD","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",12910,24120,703269692,
75657,"22405","STANDARD","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",12910,24120,703269692,
75658,"22405","STANDARD","FREDERICKSBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbg, VA","NA-US-VA-FREDERICKSBG","false",12910,24120,703269692,
75659,"22406","STANDARD","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",8883,16592,479476699,
75660,"22406","STANDARD","FALMOUTH","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Falmouth, VA","NA-US-VA-FALMOUTH","false",8883,16592,479476699,
75661,"22406","STANDARD","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",8883,16592,479476699,
75662,"22406","STANDARD","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",8883,16592,479476699,
75663,"22406","STANDARD","FREDBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredbg, VA","NA-US-VA-FREDBG","false",8883,16592,479476699,
75664,"22406","STANDARD","FREDERICKBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Frederickbg, VA","NA-US-VA-FREDERICKBG","false",8883,16592,479476699,
75665,"22406","STANDARD","FREDERICKBUR","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Frederickbur, VA","NA-US-VA-FREDERICKBUR","false",8883,16592,479476699,
75666,"22406","STANDARD","FREDERICKSBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbg, VA","NA-US-VA-FREDERICKSBG","false",8883,16592,479476699,
75667,"22406","STANDARD","FREDERICKSBUR","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbur, VA","NA-US-VA-FREDERICKSBUR","false",8883,16592,479476699,
75668,"22407","STANDARD","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",24740,45643,1192835183,
75669,"22407","STANDARD","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",24740,45643,1192835183,
75670,"22407","STANDARD","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",24740,45643,1192835183,
75671,"22407","STANDARD","FREDBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredbg, VA","NA-US-VA-FREDBG","false",24740,45643,1192835183,
75672,"22407","STANDARD","FREDERICKBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Frederickbg, VA","NA-US-VA-FREDERICKBG","false",24740,45643,1192835183,
75673,"22407","STANDARD","FREDERICKBUR","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Frederickbur, VA","NA-US-VA-FREDERICKBUR","false",24740,45643,1192835183,
75674,"22407","STANDARD","FREDERICKSBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbg, VA","NA-US-VA-FREDERICKSBG","false",24740,45643,1192835183,
75675,"22407","STANDARD","FREDERICKSBUR","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbur, VA","NA-US-VA-FREDERICKSBUR","false",24740,45643,1192835183,
75676,"22408","STANDARD","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",11928,22335,617797451,
75677,"22408","STANDARD","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",11928,22335,617797451,
75678,"22408","STANDARD","FRED","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fred, VA","NA-US-VA-FRED","false",11928,22335,617797451,
75679,"22408","STANDARD","FREDBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredbg, VA","NA-US-VA-FREDBG","false",11928,22335,617797451,
75680,"22408","STANDARD","FREDERICKBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Frederickbg, VA","NA-US-VA-FREDERICKBG","false",11928,22335,617797451,
75681,"22408","STANDARD","FREDERICKBUR","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Frederickbur, VA","NA-US-VA-FREDERICKBUR","false",11928,22335,617797451,
75682,"22408","STANDARD","FREDERICKSBG","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbg, VA","NA-US-VA-FREDERICKSBG","false",11928,22335,617797451,
75683,"22408","STANDARD","FREDERICKSBUR","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbur, VA","NA-US-VA-FREDERICKSBUR","false",11928,22335,617797451,
75684,"22412","UNIQUE","FREDERICKSBURG","VA","PRIMARY",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksburg, VA","NA-US-VA-FREDERICKSBURG","false",,,,
75685,"22412","UNIQUE","FALMOUTH","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Falmouth, VA","NA-US-VA-FALMOUTH","false",,,,
75686,"22412","UNIQUE","FREDERICKSBRG","VA","ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Fredericksbrg, VA","NA-US-VA-FREDERICKSBRG","false",,,,
75687,"22412","UNIQUE","GEICO INSURANCE","VA","NOT ACCEPTABLE",38.29,-77.48,0.17,-0.76,0.61,"NA","US","Geico Insurance, VA","NA-US-VA-GEICO INSURANCE","false",,,,
75688,"23856","STANDARD","FREEMAN","VA","PRIMARY",36.80,-77.70,0.17,-0.78,0.59,"NA","US","Freeman, VA","NA-US-VA-FREEMAN","false",532,941,14765927,
75689,"22940","STANDARD","FREE UNION","VA","PRIMARY",38.15,-78.56,0.15,-0.77,0.61,"NA","US","Free Union, VA","NA-US-VA-FREE UNION","false",638,1131,23619018,
75690,"22940","STANDARD","MISSION HOME","VA","ACCEPTABLE",38.15,-78.56,0.15,-0.77,0.61,"NA","US","Mission Home, VA","NA-US-VA-MISSION HOME","false",638,1131,23619018,
75691,"22830","STANDARD","FULKS RUN","VA","PRIMARY",38.63,-78.98,0.14,-0.76,0.62,"NA","US","Fulks Run, VA","NA-US-VA-FULKS RUN","false",779,1427,23108165,
75692,"22463","PO BOX","GARRISONVILLE","VA","PRIMARY",38.48,-77.42,0.17,-0.76,0.62,"NA","US","Garrisonville, VA","NA-US-VA-GARRISONVILLE","false",,,,
75693,"23857","STANDARD","GASBURG","VA","PRIMARY",36.56,-77.89,0.16,-0.78,0.59,"NA","US","Gasburg, VA","NA-US-VA-GASBURG","false",344,578,9829942,
75694,"23058","PO BOX","GLEN ALLEN","VA","PRIMARY",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Glen Allen, VA","NA-US-VA-GLEN ALLEN","false",413,637,19410806,
75695,"23058","PO BOX","GLENALLEN","VA","NOT ACCEPTABLE",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Glenallen, VA","NA-US-VA-GLENALLEN","false",413,637,19410806,
75696,"23058","PO BOX","GLN ALLN","VA","NOT ACCEPTABLE",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Gln Alln, VA","NA-US-VA-GLN ALLN","false",413,637,19410806,
75697,"23059","STANDARD","GLEN ALLEN","VA","PRIMARY",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Glen Allen, VA","NA-US-VA-GLEN ALLEN","false",13278,25802,1059404731,
75698,"23059","STANDARD","GLENALLEN","VA","NOT ACCEPTABLE",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Glenallen, VA","NA-US-VA-GLENALLEN","false",13278,25802,1059404731,
75699,"23059","STANDARD","GLN ALLN","VA","NOT ACCEPTABLE",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Gln Alln, VA","NA-US-VA-GLN ALLN","false",13278,25802,1059404731,
75700,"23060","STANDARD","GLEN ALLEN","VA","PRIMARY",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Glen Allen, VA","NA-US-VA-GLEN ALLEN","false",16043,28869,850822041,
75701,"23060","STANDARD","GLEN ALLENW","VA","NOT ACCEPTABLE",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Glen Allenw, VA","NA-US-VA-GLEN ALLENW","false",16043,28869,850822041,
75702,"23060","STANDARD","GLENALLEN","VA","NOT ACCEPTABLE",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Glenallen, VA","NA-US-VA-GLENALLEN","false",16043,28869,850822041,
75703,"23060","STANDARD","GLN ALLN","VA","NOT ACCEPTABLE",37.66,-77.48,0.17,-0.77,0.61,"NA","US","Gln Alln, VA","NA-US-VA-GLN ALLN","false",16043,28869,850822041,
75704,"24438","PO BOX","GLEN WILTON","VA","PRIMARY",37.75,-79.81,0.13,-0.77,0.61,"NA","US","Glen Wilton, VA","NA-US-VA-GLEN WILTON","false",,,,
75705,"23061","STANDARD","GLOUCESTER","VA","PRIMARY",37.43,-76.54,0.18,-0.77,0.60,"NA","US","Gloucester, VA","NA-US-VA-GLOUCESTER","false",9046,16693,351231139,
75706,"23061","STANDARD","BELLAMY","VA","ACCEPTABLE",37.43,-76.54,0.18,-0.77,0.60,"NA","US","Bellamy, VA","NA-US-VA-BELLAMY","false",9046,16693,351231139,
75707,"23061","STANDARD","NAXERA","VA","ACCEPTABLE",37.43,-76.54,0.18,-0.77,0.60,"NA","US","Naxera, VA","NA-US-VA-NAXERA","false",9046,16693,351231139,
75708,"23061","STANDARD","PINERO","VA","ACCEPTABLE",37.43,-76.54,0.18,-0.77,0.60,"NA","US","Pinero, VA","NA-US-VA-PINERO","false",9046,16693,351231139,
75709,"23061","STANDARD","ZANONI","VA","ACCEPTABLE",37.43,-76.54,0.18,-0.77,0.60,"NA","US","Zanoni, VA","NA-US-VA-ZANONI","false",9046,16693,351231139,
75710,"23062","STANDARD","GLOUCESTER POINT","VA","PRIMARY",37.26,-76.49,0.18,-0.77,0.60,"NA","US","Gloucester Point, VA","NA-US-VA-GLOUCESTER POINT","false",1452,2440,55412561,
75711,"23062","STANDARD","GLOU POINT","VA","ACCEPTABLE",37.26,-76.49,0.18,-0.77,0.60,"NA","US","Glou Point, VA","NA-US-VA-GLOU POINT","false",1452,2440,55412561,
75712,"23062","STANDARD","GLOUCESTER PT","VA","ACCEPTABLE",37.26,-76.49,0.18,-0.77,0.60,"NA","US","Gloucester Pt, VA","NA-US-VA-GLOUCESTER PT","false",1452,2440,55412561,
75713,"23062","STANDARD","GLOUSTER POINT","VA","NOT ACCEPTABLE",37.26,-76.49,0.18,-0.77,0.60,"NA","US","Glouster Point, VA","NA-US-VA-GLOUSTER POINT","false",1452,2440,55412561,
75714,"23014","STANDARD","BEAUMONT","VA","PRIMARY",37.76,-78.02,0.16,-0.77,0.61,"NA","US","Beaumont, VA","NA-US-VA-BEAUMONT","false",,,,
75715,"23063","STANDARD","GOOCHLAND","VA","PRIMARY",37.68,-77.88,0.16,-0.77,0.61,"NA","US","Goochland, VA","NA-US-VA-GOOCHLAND","false",2297,4056,94047269,
75716,"23063","STANDARD","FIFE","VA","ACCEPTABLE",37.68,-77.88,0.16,-0.77,0.61,"NA","US","Fife, VA","NA-US-VA-FIFE","false",2297,4056,94047269,
75717,"22942","STANDARD","GORDONSVILLE","VA","PRIMARY",38.13,-78.18,0.16,-0.76,0.61,"NA","US","Gordonsville, VA","NA-US-VA-GORDONSVILLE","false",3484,6217,138649046,
75718,"22942","STANDARD","ZION CROSSRDS","VA","ACCEPTABLE",38.13,-78.18,0.16,-0.76,0.61,"NA","US","Zion Crossrds, VA","NA-US-VA-ZION CROSSRDS","false",3484,6217,138649046,
75719,"22942","STANDARD","ZION CROSSROADS","VA","ACCEPTABLE",38.13,-78.18,0.16,-0.76,0.61,"NA","US","Zion Crossroads, VA","NA-US-VA-ZION CROSSROADS","false",3484,6217,138649046,
75720,"22942","STANDARD","BOSWELLS TAVERN","VA","NOT ACCEPTABLE",38.13,-78.18,0.16,-0.76,0.61,"NA","US","Boswells Tavern, VA","NA-US-VA-BOSWELLS TAVERN","false",3484,6217,138649046,
75721,"22942","STANDARD","ZION","VA","NOT ACCEPTABLE",38.13,-78.18,0.16,-0.76,0.61,"NA","US","Zion, VA","NA-US-VA-ZION","false",3484,6217,138649046,
75722,"24439","STANDARD","GOSHEN","VA","PRIMARY",37.99,-79.50,0.14,-0.77,0.61,"NA","US","Goshen, VA","NA-US-VA-GOSHEN","false",511,917,13533579,
75723,"23356","STANDARD","GREENBACKVILLE","VA","PRIMARY",38.00,-75.41,0.19,-0.76,0.61,"NA","US","Greenbackville, VA","NA-US-VA-GREENBACKVILLE","false",515,954,16503416,
75724,"23356","STANDARD","GREENBACKVILE","VA","ACCEPTABLE",38.00,-75.41,0.19,-0.76,0.61,"NA","US","Greenbackvile, VA","NA-US-VA-GREENBACKVILE","false",515,954,16503416,
75725,"23942","STANDARD","GREEN BAY","VA","PRIMARY",37.13,-78.30,0.16,-0.78,0.60,"NA","US","Green Bay, VA","NA-US-VA-GREEN BAY","false",487,879,12507898,
75726,"23942","STANDARD","GREENBAY","VA","NOT ACCEPTABLE",37.13,-78.30,0.16,-0.78,0.60,"NA","US","Greenbay, VA","NA-US-VA-GREENBAY","false",487,879,12507898,
75727,"23357","STANDARD","GREENBUSH","VA","PRIMARY",37.76,-75.67,0.19,-0.76,0.61,"NA","US","Greenbush, VA","NA-US-VA-GREENBUSH","false",,,,
75728,"24440","STANDARD","GREENVILLE","VA","PRIMARY",38.00,-79.15,0.14,-0.77,0.61,"NA","US","Greenville, VA","NA-US-VA-GREENVILLE","false",1187,2186,36094375,
75729,"22943","STANDARD","GREENWOOD","VA","PRIMARY",38.05,-78.77,0.15,-0.77,0.61,"NA","US","Greenwood, VA","NA-US-VA-GREENWOOD","false",311,544,13863995,
75730,"23064","PO BOX","GRIMSTEAD","VA","PRIMARY",37.50,-76.30,0.18,-0.77,0.60,"NA","US","Grimstead, VA","NA-US-VA-GRIMSTEAD","false",,,,
75731,"24441","STANDARD","GROTTOES","VA","PRIMARY",38.26,-78.82,0.15,-0.77,0.61,"NA","US","Grottoes, VA","NA-US-VA-GROTTOES","false",2746,5011,89498513,
75732,"23065","STANDARD","GUM SPRING","VA","PRIMARY",37.77,-77.89,0.16,-0.77,0.61,"NA","US","Gum Spring, VA","NA-US-VA-GUM SPRING","false",740,1356,32395702,
75733,"23065","STANDARD","GUMSPRING","VA","NOT ACCEPTABLE",37.77,-77.89,0.16,-0.77,0.61,"NA","US","Gumspring, VA","NA-US-VA-GUMSPRING","false",740,1356,32395702,
75734,"23066","PO BOX","GWYNN","VA","PRIMARY",37.50,-76.28,0.18,-0.77,0.60,"NA","US","Gwynn, VA","NA-US-VA-GWYNN","false",,,,
75735,"23066","PO BOX","GWYME","VA","NOT ACCEPTABLE",37.50,-76.28,0.18,-0.77,0.60,"NA","US","Gwyme, VA","NA-US-VA-GWYME","false",,,,
75736,"23067","PO BOX","HADENSVILLE","VA","PRIMARY",37.82,-77.99,0.16,-0.77,0.61,"NA","US","Hadensville, VA","NA-US-VA-HADENSVILLE","false",,,,
75737,"22469","STANDARD","HAGUE","VA","PRIMARY",38.07,-76.65,0.18,-0.76,0.61,"NA","US","Hague, VA","NA-US-VA-HAGUE","false",813,1438,21270441,
75738,"23068","STANDARD","HALLIEFORD","VA","PRIMARY",37.49,-76.37,0.18,-0.77,0.60,"NA","US","Hallieford, VA","NA-US-VA-HALLIEFORD","false",,,,
75739,"23359","STANDARD","HALLWOOD","VA","PRIMARY",37.87,-75.58,0.19,-0.76,0.61,"NA","US","Hallwood, VA","NA-US-VA-HALLWOOD","false",,,,
75740,"23630","UNIQUE","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",,,,
75741,"23630","UNIQUE","FAMILY FASHIONS BY AVON","VA","NOT ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Family Fashions By Avon, VA","NA-US-VA-FAMILY FASHIONS BY AVON","false",,,,
75742,"23630","UNIQUE","NEWPORT NEWS","VA","NOT ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Newport News, VA","NA-US-VA-NEWPORT NEWS","false",,,,
75743,"23651","STANDARD","FORT MONROE","VA","PRIMARY",37.00,-76.30,0.18,-0.77,0.60,"NA","US","Fort Monroe, VA","NA-US-VA-FORT MONROE","false",308,626,13420915,
75744,"23651","STANDARD","HAMPTON","VA","ACCEPTABLE",37.00,-76.30,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",308,626,13420915,
75745,"23661","STANDARD","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",6830,11294,206435731,
75746,"23662","STANDARD","POQUOSON","VA","PRIMARY",37.12,-76.34,0.18,-0.77,0.60,"NA","US","Poquoson, VA","NA-US-VA-POQUOSON","false",5845,10997,287771611,
75747,"23662","STANDARD","HAMPTON","VA","ACCEPTABLE",37.12,-76.34,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",5845,10997,287771611,
75748,"23663","STANDARD","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",6269,10559,173186203,
75749,"23664","STANDARD","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",5030,8675,198990876,
75750,"23665","STANDARD","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",1935,3830,66821348,
75751,"23665","STANDARD","LANGLEY AFB","VA","ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Langley Afb, VA","NA-US-VA-LANGLEY AFB","false",1935,3830,66821348,
75752,"23665","STANDARD","LANGLEY","VA","NOT ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Langley, VA","NA-US-VA-LANGLEY","false",1935,3830,66821348,
75753,"23665","STANDARD","LANGLEY AIR FORCE BASE","VA","NOT ACCEPTABLE",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Langley Air Force Base, VA","NA-US-VA-LANGLEY AIR FORCE BASE","false",1935,3830,66821348,
75754,"23666","STANDARD","HAMPTON","VA","PRIMARY",37.04,-76.29,0.18,-0.77,0.60,"NA","US","Hampton, VA","NA-US-VA-HAMPTON","false",24401,41120,841469822,
